data,ano_mes,numero_pedido,cliente,segmento,regiao,vendedor,produto,categoria,tipo_operacao,quantidade,desconto_pct,receita_total,custo_produto,custo_entrega,custo_comissao,frete_subsidiado,margem_contribuicao
2025-03-06,2025-03,50363,Oriente Participacoes LTDA,Clinica,Regiao Metropolitana,Simone Klein,Copo Descartavel 200ml - Pacote 100,Descartaveis,VENDA,10,12.03,322.8,289.0,48.42,10.11,14.52,-24.73
2025-03-07,2025-03,50369,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,PRATO DESCARTAVEL 15CM - PACOTE 100,Descartaveis,VENDA,5,9.54,192.41,165.2,32.24,5.1,9.68,-10.13
2025-03-08,2025-03,50378,Vitoria Comercio LTDA,Industria,Interior Sul,Simone Klein,MOP UMIDO - CAIXA 24,Acessorios,VENDA,2,3.03,99.45,56.36,9.75,3.24,2.92,30.1
2025-03-11,2025-03,50395,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Limpa Vidros 500ml,Quimicos,VENDA,2,1.88,68.53,36.36,20.68,1.89,6.21,9.6
2025-03-11,2025-03,50398,Oriente Negocios LTDA ME,Industria,Litoral,Rogerio Antunes,Rodo 40cm,Acessorios,VENDA,1,0.64,22.99,13.65,0.83,0.69,0.83,7.82
2025-03-11,2025-03,50398,Oriente Negocios LTDA ME,Industria,Litoral,Rogerio Antunes,Papel Higienico Rolao 300m - Fardo 12,Papel,VENDA,20,1.32,1823.6,1330.6,65.96,54.71,65.96,372.33
2025-03-12,2025-03,50403,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Limpador Multiuso 5L,Quimicos,VENDA,10,3.37,466.41,293.3,52.87,12.88,15.86,107.36
2025-03-12,2025-03,50406,Guarani Servicos LTDA ME,Escola,Litoral,Tarcisio Bueno,Vassoura Nylon - Pacote 100,Acessorios,VENDA,2,3.72,49.46,30.32,11.36,1.38,11.36,6.4
2025-03-13,2025-03,50413,Estrela Servicos ME,Hotel,Interior Sul,Tarcisio Bueno,Saco Lixo 100L,Descartaveis,VENDA,1,0.46,30.44,26.91,2.29,0.85,2.29,0.39
2025-03-13,2025-03,50413,Estrela Servicos ME,Hotel,Interior Sul,Tarcisio Bueno,Embalagem Delivery 750ml,Descartaveis,VENDA,20,3.45,527.2,480.4,39.7,14.76,39.7,-7.66
2025-03-13,2025-03,50416,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Bobina Papel Toalha 200m,Papel,VENDA,1,0.07,53.24,35.21,6.24,1.71,1.87,10.08
2025-03-13,2025-03,50418,Aurora Alimentos S/A,Escola,Litoral,Simone Klein,Oculos Protecao - Fardo 6,EPI,VENDA,3,2.54,120.16,59.85,37.25,3.29,11.17,19.77
2025-03-13,2025-03,50420,Trevo Empreendimentos LTDA,Padaria,Interior Norte,Rogerio Antunes,Marmitex Aluminio 800ml - Caixa 24,Descartaveis,VENDA,5,8.31,178.95,171.75,17.05,5.37,17.05,-15.22
2025-03-14,2025-03,50431,Oriente Participacoes LTDA,Clinica,Regiao Metropolitana,Simone Klein,Papel Higienico Rolao 300m - Fardo 12,Papel,VENDA,3,2.97,180.39,133.86,13.11,6.31,13.11,27.11
2025-03-15,2025-03,50437,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,Balde 20L - Pacote 100,Acessorios,VENDA,10,5.9,306.9,192.4,22.54,8.59,22.54,83.37
2025-03-15,2025-03,50441,Nortao Industria ME,Padaria,Interior Norte,Simone Klein,Alcool 70 1L - Caixa 24,Quimicos,VENDA,1,3.17,46.66,27.22,9.61,1.4,2.88,8.43
2025-03-15,2025-03,50441,Nortao Industria ME,Padaria,Interior Norte,Simone Klein,Bobina Papel Toalha 200m,Papel,VENDA,5,4.14,273.91,176.05,56.43,8.2,16.92,33.23
2025-03-17,2025-03,50442,Uniao Servicos LTDA,Industria,Interior Sul,Tarcisio Bueno,Vassoura Nylon - Caixa 24,Acessorios,VENDA,2,3.27,80.36,49.02,13.26,2.25,13.26,15.83
2025-03-17,2025-03,50447,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,Papel Toalha Rolo 100f - Pacote 100,Papel,VENDA,2,6.85,142.04,109.78,17.33,3.98,17.33,10.95
2025-03-18,2025-03,50456,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Saco Lixo 30L - Fardo 6,Descartaveis,VENDA,3,11.54,90.67,76.47,19.69,2.31,5.91,-7.8
2025-03-19,2025-03,50464,Uniao Participacoes LTDA,Condominio,Litoral,Rogerio Antunes,papel toalha rolo 100f,Papel,VENDA,3,1.92,182.55,110.91,44.96,4.53,13.49,22.15
2025-03-19,2025-03,50465,Luminar Alimentos S/A,Restaurante,Interior Sul,Rogerio Antunes,BOBINA PAPEL TOALHA 200M - PACOTE 100,Papel,VENDA,2,2.63,59.1,43.7,7.99,1.77,7.99,5.64
2025-03-19,2025-03,50465,Luminar Alimentos S/A,Restaurante,Interior Sul,Rogerio Antunes,Talher Descartavel Misto - Pacote 100,Descartaveis,VENDA,1,10.81,26.67,26.31,3.61,0.8,3.61,-4.05
2025-03-19,2025-03,50466,Boreal Industria LTDA,Hotel,Litoral,Tarcisio Bueno,Alvejante 5L - Fardo 12,Quimicos,VENDA,2,1.02,64.74,43.16,2.79,1.81,2.79,16.98
2025-03-19,2025-03,50466,Boreal Industria LTDA,Hotel,Litoral,Tarcisio Bueno,Bota PVC - Fardo 6,EPI,VENDA,20,0.72,376.0,234.8,16.22,10.53,16.22,114.45
2025-03-20,2025-03,50470,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,LUVA PLASTICA DESCARTAVEL,Descartaveis,VENDA,1,7.33,33.93,32.22,4.8,0.95,4.8,-4.04
2025-03-21,2025-03,50482,Trevo Comercio LTDA,Restaurante,Interior Norte,Simone Klein,Desengordurante 5L - Pacote 100,Quimicos,VENDA,1,6.93,30.51,12.37,18.67,0.61,5.6,-1.14
2025-03-21,2025-03,50489,Nortao Alimentos S/A,Escola,Interior Norte,Simone Klein,ALCOOL 70 1L - FARDO 6,Quimicos,VENDA,1,0.43,73.29,41.95,14.28,2.22,4.28,14.84
2025-03-21,2025-03,50489,Nortao Alimentos S/A,Escola,Interior Norte,Simone Klein,Oculos Protecao - Caixa 24,EPI,VENDA,3,1.82,97.72,53.28,19.05,2.95,5.72,22.44
2025-03-21,2025-03,50490,Xavante Industria EIRELI,Escola,Regiao Metropolitana,Tarcisio Bueno,PRATO DESCARTAVEL 15CM - PACOTE 100,Descartaveis,VENDA,3,16.09,112.78,99.12,26.07,2.65,7.82,-15.06
2025-03-24,2025-03,50501,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,Rodo 40cm - Pacote 100,Acessorios,VENDA,1,3.05,26.95,12.46,9.25,0.72,2.78,4.52
2025-03-25,2025-03,50504,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,saco lixo 100l - fardo 12,Descartaveis,VENDA,2,1.63,78.1,59.04,17.28,1.85,5.18,-0.07
2025-03-25,2025-03,50508,Jangada Comercio ME,Padaria,Regiao Metropolitana,Simone Klein,Copo Descartavel 200ml,Descartaveis,VENDA,3,2.55,121.74,89.58,32.22,3.47,9.66,-3.53
2025-03-25,2025-03,50510,Zenite Participacoes ME,Padaria,Interior Norte,Simone Klein,Oculos Protecao - Fardo 6,EPI,VENDA,5,2.18,175.75,99.75,26.21,5.51,7.86,44.28
2025-03-26,2025-03,50514,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Marmitex Aluminio 800ml,Descartaveis,VENDA,1,16.15,8.38,8.79,0.49,0.23,0.49,-1.13
2025-03-26,2025-03,50514,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Sabao Liquido 5L - Fardo 12,Quimicos,VENDA,1,3.11,15.28,10.41,0.89,0.43,0.89,3.55
2025-03-26,2025-03,50516,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,SACO LIXO 60L,Descartaveis,VENDA,1,3.82,7.11,6.5,0.73,0.25,0.73,-0.37
2025-03-26,2025-03,50519,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Copo Descartavel 50ml - Fardo 6,Descartaveis,VENDA,5,9.11,161.37,132.25,35.38,4.1,10.61,-10.36
2025-03-26,2025-03,50519,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Avental PVC - Pacote 100,EPI,VENDA,1,0.41,28.54,15.04,6.26,0.72,1.88,6.52
2025-03-27,2025-03,50525,Boreal Negocios ME,Padaria,Interior Norte,Rogerio Antunes,luva plastica descartavel - pacote 100,Descartaveis,VENDA,50,11.34,980.0,973.0,66.39,29.4,66.39,-88.79
2025-03-27,2025-03,50525,Boreal Negocios ME,Padaria,Interior Norte,Rogerio Antunes,LUVA PLASTICA DESCARTAVEL,Descartaveis,VENDA,3,0.04,109.8,96.66,7.44,3.29,7.44,2.41
2025-03-27,2025-03,50526,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Rodo 40cm - Pacote 100,Acessorios,VENDA,3,0.97,76.75,37.38,19.99,1.88,6.0,17.5
2025-04-04,2025-04,50571,Horizonte Industria S/A,Escola,Interior Norte,Rogerio Antunes,Embalagem Delivery 750ml - Fardo 6,Descartaveis,VENDA,1,1.52,21.59,15.59,5.92,0.52,1.78,-0.44
2025-04-08,2025-04,50592,Horizonte Distribuidora S/A,Condominio,Regiao Metropolitana,Rogerio Antunes,Marmitex Aluminio 800ml,Descartaveis,VENDA,1,3.87,10.8,8.79,1.72,0.29,0.52,0.0
2025-04-10,2025-04,50608,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Alvejante 5L - Fardo 12,Quimicos,VENDA,3,3.53,90.68,51.03,23.0,2.61,6.9,14.04
2025-04-10,2025-04,50608,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Detergente Neutro 5L - Caixa 24,Quimicos,VENDA,1,0.37,58.26,31.74,14.78,1.68,4.43,10.06
2025-04-10,2025-04,50609,Imperial Servicos S/A,Clinica,Regiao Metropolitana,Rogerio Antunes,Cera Liquida Incolor 5L,Quimicos,VENDA,2,3.67,101.24,69.36,18.1,3.04,18.1,10.74
2025-04-11,2025-04,50612,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Saco Lixo 30L,Descartaveis,VENDA,1,3.92,25.61,17.55,9.22,0.57,2.77,-1.73
2025-04-11,2025-04,50616,Boreal Empreendimentos LTDA,Industria,Regiao Metropolitana,Tarcisio Bueno,Embalagem Delivery 750ml,Descartaveis,VENDA,2,14.8,51.33,48.04,6.88,1.3,2.07,-4.89
2025-04-11,2025-04,50617,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Limpa Vidros 500ml - Caixa 24,Quimicos,VENDA,2,7.16,90.24,50.36,27.72,1.98,8.32,10.18
2025-04-14,2025-04,50621,Alvorada Servicos LTDA,Hotel,Interior Norte,Rogerio Antunes,limpador multiuso 5l - pacote 100,Quimicos,VENDA,10,3.89,209.21,117.9,53.59,5.15,16.08,32.57
2025-04-15,2025-04,50624,Horizonte Negocios LTDA ME,Mercado,Litoral,Simone Klein,Balde 20L - Fardo 12,Acessorios,VENDA,3,0.01,81.44,44.31,9.08,2.63,2.73,25.42
2025-04-16,2025-04,50629,Trevo Comercio ME,Clinica,Regiao Metropolitana,Tarcisio Bueno,Papel Toalha Interfolha 1000f,Papel,VENDA,3,3.27,96.33,62.76,17.14,2.36,5.14,14.07
2025-04-16,2025-04,50634,TREVO ALIMENTOS S/A,Mercado,Interior Norte,Rogerio Antunes,ALCOOL 70 1L - FARDO 6,Quimicos,VENDA,20,6.27,1191.4,839.0,39.98,35.74,39.98,276.68
2025-04-16,2025-04,50635,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Alvejante 5L,Quimicos,VENDA,2,4.37,136.26,83.28,22.29,3.38,6.69,27.31
2025-04-21,2025-04,50657,Uniao Servicos S/A,Condominio,Litoral,Rogerio Antunes,removedor 1l - pacote 100,Quimicos,VENDA,2,5.17,64.57,35.4,19.59,1.53,5.88,8.05
2025-04-21,2025-04,50657,Uniao Servicos S/A,Condominio,Litoral,Rogerio Antunes,Prato Descartavel 15cm - Caixa 24,Descartaveis,VENDA,2,7.38,82.37,61.66,24.99,1.95,7.5,-6.23
2025-04-21,2025-04,50660,Imperial Servicos S/A,Clinica,Regiao Metropolitana,Rogerio Antunes,Saco Lixo 100L - Pacote 100,Descartaveis,VENDA,10,9.12,186.94,159.2,32.21,4.93,9.67,-9.4
2025-04-23,2025-04,50668,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Rodo 40cm - Fardo 12,Acessorios,VENDA,10,7.4,103.24,43.8,49.34,1.92,14.8,8.18
2025-04-23,2025-04,50670,Nortao Industria ME,Padaria,Interior Norte,Simone Klein,Marmitex Aluminio 800ml - Pacote 100,Descartaveis,VENDA,1,7.31,44.44,27.73,21.76,1.02,6.53,-6.07
2025-04-23,2025-04,50673,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Removedor 1L - Fardo 6,Quimicos,VENDA,2,0.99,32.77,19.86,4.25,1.04,1.28,7.62
2025-04-24,2025-04,50676,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,ESCOVA SANITARIA - CAIXA 24,Acessorios,VENDA,1,3.14,50.41,17.61,30.71,1.01,9.21,1.08
2025-04-24,2025-04,50677,Oriente Participacoes LTDA,Clinica,Regiao Metropolitana,Simone Klein,SACO LIXO 60L,Descartaveis,VENDA,2,10.03,16.35,13.0,4.35,0.47,1.3,-1.47
2025-04-29,2025-04,50697,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,PAPEL HIGIENICO ROLAO 300M,Papel,VENDA,5,7.4,112.15,62.7,45.01,2.26,13.51,2.18
2025-05-03,2025-05,50717,Aurora Industria LTDA ME,Clinica,Interior Sul,Tarcisio Bueno,Papel Toalha Interfolha 1000f,Papel,VENDA,2,3.16,56.28,41.84,4.76,1.58,4.76,8.1
2025-05-06,2025-05,50734,Vitoria Distribuidora LTDA ME,Hotel,Interior Sul,Tarcisio Bueno,Saco Lixo 60L - Fardo 6,Descartaveis,VENDA,1,1.63,9.37,8.39,0.88,0.26,0.88,-0.16
2025-05-06,2025-05,50734,Vitoria Distribuidora LTDA ME,Hotel,Interior Sul,Tarcisio Bueno,Papel Toalha Interfolha 1000f - Pacote 100,Papel,VENDA,2,2.61,156.18,115.46,14.65,4.37,14.65,21.7
2025-05-07,2025-05,50740,Bandeirante Comercio ME,Condominio,Litoral,Rogerio Antunes,Bobina Papel Toalha 200m,Papel,VENDA,2,3.04,117.11,70.42,31.84,2.84,9.55,12.01
2025-05-07,2025-05,50740,Bandeirante Comercio ME,Condominio,Litoral,Rogerio Antunes,Luva Latex - Fardo 12,EPI,VENDA,2,1.73,23.96,12.24,6.51,0.58,1.95,4.63
2025-05-08,2025-05,50746,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Bota PVC,EPI,VENDA,2,0.02,53.78,27.24,14.06,1.23,4.22,11.25
2025-05-08,2025-05,50750,Oriente Negocios ME,Restaurante,Interior Sul,Rogerio Antunes,Papel Toalha Rolo 100f - Caixa 24,Papel,VENDA,1,0.96,54.45,35.23,8.56,1.45,2.57,9.21
2025-05-09,2025-05,50752,Nortao Alimentos S/A,Escola,Interior Norte,Simone Klein,Papel Higienico Folha Dupla 30m - Fardo 12,Papel,VENDA,1,3.23,27.83,18.48,4.28,0.87,1.29,4.2
2025-05-12,2025-05,50766,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Saco Lixo 100L - Fardo 6,Descartaveis,VENDA,3,9.09,76.53,74.07,7.57,2.68,7.57,-7.79
2025-05-12,2025-05,50772,Querencia Alimentos LTDA,Mercado,Interior Norte,Simone Klein,ESCOVA SANITARIA - CAIXA 24,Acessorios,VENDA,2,1.43,58.84,35.22,4.89,2.06,4.89,16.67
2025-05-13,2025-05,50775,Querencia Distribuidora LTDA ME,Padaria,Interior Norte,Rogerio Antunes,removedor 1l,Quimicos,VENDA,20,6.11,1100.6,773.6,47.29,33.02,47.29,246.69
2025-05-14,2025-05,50785,Luminar Alimentos S/A,Restaurante,Interior Sul,Rogerio Antunes,Luva Plastica Descartavel - Fardo 6,Descartaveis,VENDA,2,16.45,44.6,30.5,22.35,0.87,6.71,-9.12
2025-05-17,2025-05,50795,Central Negocios ME,Mercado,Interior Sul,Tarcisio Bueno,Alcool 70 1L - Caixa 24,Quimicos,VENDA,1,2.49,63.08,37.9,10.13,1.57,3.04,13.48
2025-05-17,2025-05,50796,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,BORRIFADOR 500ML - FARDO 12,Acessorios,VENDA,2,2.11,58.1,35.02,3.82,1.63,3.82,17.63
2025-05-22,2025-05,50811,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Marmitex Aluminio 800ml - Caixa 24,Descartaveis,VENDA,5,0.26,59.4,52.4,8.39,1.66,8.39,-3.05
2025-05-23,2025-05,50816,Vitoria Distribuidora LTDA ME,Hotel,Interior Sul,Tarcisio Bueno,Desengordurante 5L - Pacote 100,Quimicos,VENDA,3,3.47,58.2,37.11,5.62,1.52,1.69,13.95
2025-05-26,2025-05,50827,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Esponja Dupla Face - Fardo 6,Acessorios,VENDA,50,5.9,1572.0,985.5,65.62,44.02,65.62,476.86
2025-05-26,2025-05,50830,Rio Claro Servicos S/A,Industria,Interior Norte,Rogerio Antunes,Bota PVC - Fardo 12,EPI,VENDA,5,2.15,166.2,90.7,32.93,4.29,9.88,38.28
2025-05-26,2025-05,50831,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,PRATO DESCARTAVEL 15CM - PACOTE 100,Descartaveis,VENDA,3,14.5,96.33,99.12,23.3,2.89,23.3,-28.98
2025-05-26,2025-05,50832,Aurora Industria LTDA ME,Clinica,Interior Sul,Tarcisio Bueno,PAPEL HIGIENICO ROLAO 300M,Papel,VENDA,3,1.22,65.68,37.62,20.07,1.45,6.02,6.54
2025-05-28,2025-05,50846,Xavante Servicos EIRELI,Padaria,Litoral,Rogerio Antunes,Alvejante 5L - Caixa 24,Quimicos,VENDA,1,1.69,62.89,37.8,9.41,1.69,2.82,13.99
2025-05-28,2025-05,50851,Oriente Negocios LTDA ME,Industria,Litoral,Rogerio Antunes,removedor 1l,Quimicos,VENDA,5,2.79,306.35,193.4,30.71,8.55,9.21,73.69
2025-05-28,2025-05,50853,Rio Claro Servicos S/A,Industria,Interior Norte,Rogerio Antunes,Alvejante 5L - Fardo 12,Quimicos,VENDA,3,2.2,104.48,64.74,12.21,2.88,3.67,24.65
2025-05-29,2025-05,50858,Vitoria Empreendimentos EIRELI,Restaurante,Litoral,Tarcisio Bueno,Papel Higienico Folha Dupla 30m,Papel,VENDA,2,2.2,49.1,36.14,1.41,1.37,1.41,10.18
2025-05-29,2025-05,50858,Vitoria Empreendimentos EIRELI,Restaurante,Litoral,Tarcisio Bueno,Guardanapo 24x24 - Fardo 12,Papel,VENDA,3,1.42,204.06,149.04,5.86,5.71,5.86,43.45
2025-06-03,2025-06,50872,Estrela Servicos ME,Hotel,Interior Sul,Tarcisio Bueno,Guardanapo 24x24 - Caixa 24,Papel,VENDA,1,0.84,73.96,45.97,15.21,1.77,4.56,11.01
2025-06-03,2025-06,50874,Nortao Industria ME,Padaria,Interior Norte,Simone Klein,Copo Descartavel 200ml,Descartaveis,VENDA,1,1.35,36.45,29.86,4.25,1.17,1.27,1.17
2025-06-03,2025-06,50880,Uniao Servicos LTDA,Industria,Interior Sul,Tarcisio Bueno,Marmitex Aluminio 800ml,Descartaveis,VENDA,5,9.42,45.25,43.95,3.91,1.27,3.91,-3.88
2025-06-04,2025-06,50885,Luminar Alimentos S/A,Restaurante,Interior Sul,Rogerio Antunes,Rodo 40cm - Caixa 24,Acessorios,VENDA,1,2.72,13.5,7.16,2.42,0.35,0.73,3.57
2025-06-06,2025-06,50902,Pampa Alimentos ME,Padaria,Regiao Metropolitana,Rogerio Antunes,Cera Liquida Incolor 5L - Fardo 6,Quimicos,VENDA,2,6.65,77.42,47.46,14.72,2.01,4.42,13.23
2025-06-07,2025-06,50907,Jangada Comercio ME,Padaria,Regiao Metropolitana,Simone Klein,Alcool 70 1L - Caixa 24,Quimicos,VENDA,2,3.43,87.89,54.44,11.76,2.79,3.53,18.9
2025-06-09,2025-06,50908,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,DESINFETANTE LAVANDA 5L - FARDO 6,Quimicos,VENDA,2,4.26,80.16,55.26,2.31,2.24,2.31,20.35
2025-06-11,2025-06,50918,Querencia Distribuidora LTDA ME,Padaria,Interior Norte,Rogerio Antunes,Copo Descartavel 50ml,Descartaveis,VENDA,1,4.76,35.23,32.55,2.4,1.06,2.4,-0.78
2025-06-11,2025-06,50921,Horizonte Negocios LTDA ME,Mercado,Litoral,Simone Klein,Copo Descartavel 200ml - Fardo 12,Descartaveis,VENDA,1,6.11,33.5,31.4,3.27,1.17,3.27,-2.34
2025-06-12,2025-06,50923,Xavante Distribuidora LTDA ME,Clinica,Interior Sul,Rogerio Antunes,Vassoura Nylon,Acessorios,VENDA,1,0.29,40.92,10.09,34.1,0.51,10.23,-3.78
2025-06-16,2025-06,50939,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Talher Descartavel Misto - Caixa 24,Descartaveis,VENDA,5,11.27,176.16,156.65,26.02,4.42,7.81,-10.93
2025-06-16,2025-06,50939,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Papel Higienico Folha Dupla 30m - Fardo 12,Papel,VENDA,1,3.68,27.58,18.48,4.07,0.69,1.22,4.34
2025-06-16,2025-06,50941,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Rodo 40cm - Caixa 24,Acessorios,VENDA,3,0.17,40.71,21.48,6.22,1.02,1.87,11.99
2025-06-17,2025-06,50944,TREVO ALIMENTOS S/A,Mercado,Interior Norte,Rogerio Antunes,Talher Descartavel Misto - Fardo 6,Descartaveis,VENDA,20,8.87,751.6,725.8,50.37,22.55,50.37,-47.12
2025-06-18,2025-06,50954,Rio Claro Servicos EIRELI,Mercado,Interior Norte,Tarcisio Bueno,SACO LIXO 60L - PACOTE 100,Descartaveis,VENDA,1,0.54,19.92,13.33,6.92,0.42,2.07,-0.75
2025-06-18,2025-06,50960,Boreal Comercio EIRELI,Mercado,Interior Sul,Simone Klein,Papel Toalha Rolo 100f - Caixa 24,Papel,VENDA,5,3.92,269.55,176.15,49.28,8.23,14.78,35.89
2025-06-19,2025-06,50962,Querencia Participacoes EIRELI,Mercado,Regiao Metropolitana,Tarcisio Bueno,Escova Sanitaria - Caixa 24,Acessorios,VENDA,2,5.19,18.1,9.64,3.72,0.43,1.12,4.31
2025-06-20,2025-06,50975,Boreal Negocios ME,Padaria,Interior Norte,Rogerio Antunes,Bobina Papel Toalha 200m,Papel,VENDA,1,2.76,63.05,35.21,22.14,1.43,6.64,4.27
2025-06-25,2025-06,50991,Rio Claro Servicos EIRELI,Mercado,Interior Norte,Tarcisio Bueno,Saco Lixo 30L - Fardo 6,Descartaveis,VENDA,10,0.34,323.4,254.9,49.58,8.08,14.88,10.84
2025-06-25,2025-06,50992,Aurora Industria LTDA ME,Clinica,Interior Sul,Tarcisio Bueno,Sabao Liquido 5L - Fardo 12,Quimicos,VENDA,20,3.84,303.2,208.2,35.95,8.49,35.95,50.56
2025-06-27,2025-06,50997,Querencia Alimentos LTDA,Mercado,Interior Norte,Simone Klein,Saco Lixo 100L - Fardo 6,Descartaveis,VENDA,3,1.95,100.78,74.07,26.07,2.89,7.82,-2.25
2025-06-30,2025-06,51006,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Prato Descartavel 15cm - Caixa 24,Descartaveis,VENDA,1,2.59,44.95,30.83,15.47,1.19,4.64,-2.54
2025-06-30,2025-06,51007,Boreal Negocios ME,Padaria,Interior Norte,Rogerio Antunes,Alvejante 5L - Caixa 24,Quimicos,VENDA,20,5.79,1079.0,756.0,31.59,32.37,31.59,259.04
2025-06-30,2025-06,51009,Nortao Alimentos S/A,Escola,Interior Norte,Simone Klein,Saco Lixo 30L - Fardo 6,Descartaveis,VENDA,10,3.44,303.91,254.9,34.58,9.79,10.37,4.64
2025-07-01,2025-07,51018,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,Papel Higienico Folha Dupla 30m - Fardo 12,Papel,VENDA,3,3.54,202.8,151.38,15.16,7.1,15.16,29.16
2025-07-02,2025-07,51022,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,removedor 1l - pacote 100,Quimicos,VENDA,3,3.32,91.86,53.1,20.1,2.72,6.03,15.94
2025-07-02,2025-07,51022,Serrano Servicos LTDA ME,Mercado,Interior Norte,Simone Klein,COPO DESCARTAVEL 200ML - FARDO 6,Descartaveis,VENDA,2,0.48,63.08,47.24,13.8,1.87,4.14,0.17
2025-07-03,2025-07,51028,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,SACO LIXO 60L - PACOTE 100,Descartaveis,VENDA,1,1.7,17.52,13.33,3.75,0.42,1.12,0.02
2025-07-08,2025-07,51049,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,SACO LIXO 60L,Descartaveis,VENDA,2,13.92,18.62,13.0,8.43,0.36,2.53,-3.17
2025-07-09,2025-07,51051,Estrela Negocios S/A,Padaria,Litoral,Tarcisio Bueno,Alcool 70 1L,Quimicos,VENDA,5,0.83,300.6,200.05,16.07,8.42,16.07,76.06
2025-07-11,2025-07,51056,Horizonte Industria S/A,Escola,Interior Norte,Rogerio Antunes,papel higienico rolao 300m - fardo 6,Papel,VENDA,3,3.16,247.59,184.08,27.85,7.43,27.85,28.23
2025-07-14,2025-07,51062,Uniao Comercio EIRELI,Escola,Interior Sul,Rogerio Antunes,Balde 20L - Fardo 12,Acessorios,VENDA,10,2.92,243.0,147.7,21.44,7.29,21.44,66.57
2025-07-15,2025-07,51073,BOREAL SERVICOS LTDA ME,Escola,Regiao Metropolitana,Tarcisio Bueno,Desengordurante 5L,Quimicos,VENDA,2,6.99,109.74,67.86,20.15,2.68,6.05,19.05
2025-07-18,2025-07,51093,Aurora Alimentos S/A,Escola,Litoral,Simone Klein,papel toalha rolo 100f,Papel,VENDA,3,6.02,144.78,110.91,9.57,5.07,9.57,19.23
2025-07-23,2025-07,51124,Aurora Industria LTDA ME,Clinica,Interior Sul,Tarcisio Bueno,Rodo 40cm - Caixa 24,Acessorios,VENDA,3,2.82,38.58,21.48,4.55,0.99,1.37,11.56
2025-07-24,2025-07,51128,Serrano Alimentos EIRELI,Padaria,Regiao Metropolitana,Simone Klein,Alvejante 5L - Fardo 12,Quimicos,VENDA,20,4.81,622.6,431.6,44.11,21.79,44.11,125.1
2025-07-25,2025-07,51131,Estrela Servicos LTDA,Escola,Litoral,Tarcisio Bueno,Copo Descartavel 200ml - Fardo 12,Descartaveis,VENDA,3,12.15,115.93,94.2,31.3,2.63,9.39,-12.2
